2,4,6,14,16,18,20,22,24,26,28,30,32
0,0,0,1,0,0,0,1,0,1,0,0,0
22,17,6,5,15,4,18,8,5,0,5,0,16
3,1,0,3,4,2,3,2,0,0,0,1,2
0,0,0,0,0,0,0,0,0,1,0,1,0
0,2,1,2,0,0,2,2,1,2,5,1,0
0,0,0,1,0,1,0,0,0,2,0,4,0
0,0,1,0,0,0,0,0,0,0,0,0,0
4,5,2,0,3,5,5,2,0,0,1,0,3
5,1,0,1,3,0,3,1,1,0,0,2,2
0,0,1,0,0,0,0,1,0,0,0,0,0
0,1,0,0,1,0,1,0,2,0,1,0,0
0,0,0,0,0,0,0,1,1,3,0,1,0
1,2,1,4,0,1,1,4,4,4,1,2,0
0,1,3,1,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0,2,1,0,2,0
9,11,2,8,2,0,1,3,7,0,8,3,15
0,0,0,0,0,1,0,2,0,0,0,0,0
0,1,0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0
7,4,2,2,6,1,3,0,0,0,4,0,8
0,0,0,0,0,0,0,0,0,1,1,1,0
6,6,0,12,5,5,1,0,4,1,5,7,7
0,0,3,0,0,0,0,0,0,1,0,1,0
0,0,9,0,0,1,0,0,0,1,0,13,0
0,1,2,0,0,0,0,0,2,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,1,0,0,0,2,0,0,0
0,0,0,1,0,0,0,0,0,1,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,0,1
0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,3,1
0,0,5,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,1,0,1,0,0
0,1,1,0,0,0,0,0,1,0,1,0,0
0,0,2,0,1,0,0,0,0,0,0,0,0
74,55,14,32,16,56,32,27,20,4,38,11,36
1,1,2,4,1,1,0,0,2,0,4,0,1
0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0
0,0,2,0,1,0,0,0,2,0,0,0,0
0,0,2,0,0,0,0,2,2,1,0,0,0
1,1,0,3,0,2,0,1,1,1,9,1,2
